City,Neighbourhood,Address,Property Type,Duration on market,Beds,Baths,Price,total_hours
Richmond Hill,North Richvale,1007B-9600 Yonge Street,Condo,4 days 00:00:00,1,1,688800,96.0
Clarington,Bowmanville,93 Galbraith Court,Townhouse,4 days 00:00:00,3,2,699999,96.0
Whitby,Downtown Whitby,812 Byron Street N,House,4 days 00:00:00,3,1,575000,96.0
Markham,Milliken Mills East,311 Aldergrove Drive,Condo,4 days 00:00:00,3,3,799000,96.0
Toronto,Rouge E11,44 Glacier Crescent,House,4 days 00:00:00,4,4,1388888,96.0
Toronto,Mimico,LPH06-16 Brookers Lane,Condo,4 days 00:00:00,2,2,999800,96.0
Toronto,Englemount-Lawrence,PH#5-150 Neptune Drive,Condo,4 days 00:00:00,3,2,650000,96.0
St. Catharines,No data,45 Irwin Common Street,Townhouse,4 days 00:00:00,2,2,759000,96.0
Toronto,South Riverdale,358 Logan Avenue,Townhouse,4 days 00:00:00,3,4,2080000,96.0
Welland,Lincoln / Crowland,305 Commando Street,House,4 days 00:00:00,3,1,499900,96.0
Welland,No data,102 Quebec Avenue,House,0 days 00:00:00,3,4,1189900,128.61731919521478
Toronto,York University Heights,5-365 Murray Ross Parkway,Condo,4 days 00:00:00,3,2,728000,96.0
Toronto,Church-Yonge Corridor,322-1 Bloor Street E,Condo,0 days 00:00:00,2,2,1068000,128.61731919521478
Toronto,Oakridge,43 Scotia Avenue,House,4 days 00:00:00,4,3,1499000,96.0
Toronto,Malvern,18 Fiddlehead Terrace,Townhouse,4 days 00:00:00,4,4,999000,96.0
Lowbanks,No data,5 Lee's Line,House,4 days 00:00:00,5,1,499000,96.0
St. Catharines,No data,26 Millward Avenue,No data,0 days 00:00:00,4,2,699900,128.61731919521478
Richmond Hill,Bayview Hill,51 Brookshill Crescent,House,4 days 00:00:00,5,6,2980000,96.0
Toronto,Church-Yonge Corridor,2602-33 Charles Street E,Condo,4 days 00:00:00,1,1,658000,96.0
Toronto,Willowdale East,804-5 Kenneth Avenue,Condo,4 days 00:00:00,1,2,699000,96.0
Toronto,St. Andrew-Windfields,21 Mossgrove Trail,House,4 days 00:00:00,4,6,2888000,96.0
Richmond Hill,North Richvale,319-9608 Yonge Street,Condo,0 days 00:00:00,1,2,796000,128.61731919521478
Toronto,Church-Yonge Corridor,2103-28 Wellesley Street E,Condo,4 days 00:00:00,1,1,529000,96.0
Toronto,Forest Hill North,103-740 Eglinton Avenue W,Condo,0 days 00:00:00,1,1,560000,128.61731919521478
Toronto,Bay Street Corridor,5301-1080 Bay Street,Condo,4 days 00:00:00,2,2,2549000,96.0
Toronto,Woburn,4 Dolly Varden Boulevard,House,4 days 00:00:00,4,3,1299900,96.0
Markham,Milliken Mills West,2 Heathrow Court,House,4 days 00:00:00,4,9,2380000,96.0
Markham,Berczy,62 Tower Bridge Crescent,House,4 days 00:00:00,4,4,1699000,96.0
Pickering,Brock Ridge,2319 Wildwood Crescent,House,4 days 00:00:00,5,3,1599000,96.0
Toronto,Cliffcrest,23 Bridlegrove Drive,Townhouse,4 days 00:00:00,4,4,899000,96.0
Toronto,Downsview-Roding-CFB,415-50 George Butchart Drive,Condo,4 days 00:00:00,1,1,650000,96.0
Toronto,Kennedy Park,8 Thrush Road,Townhouse,4 days 00:00:00,3,2,929000,96.0
Toronto,Church-Yonge Corridor,203-115 Richmond Street E,Condo,4 days 00:00:00,1,1,699990,96.0
Toronto,Dovercourt-Wallace Emerson-Junction,702-370 Wallace Avenue,Condo,4 days 00:00:00,2,3,989999,96.0
Markham,Unionville,102-18 Uptown Drive,Condo,4 days 00:00:00,1,1,638000,96.0
Richmond Hill,Rural Richmond Hill,27 Mcgrath Avenue,Townhouse,4 days 00:00:00,3,3,998000,96.0
Fort Erie,No data,500 Holloway Bay Road,No data,4 days 00:00:00,2,2,1769000,96.0
Richmond Hill,Devonsleigh,16 Aristotle Drive,House,4 days 00:00:00,4,5,1968000,96.0
Welland,No data,26 Crowland Avenue,House,4 days 00:00:00,3,3,949900,96.0
Fort Erie,No data,500 Holloway Bay Road,No data,4 days 00:00:00,2,2,1769000,96.0
Toronto,Malvern,410 Milner Avenue,Condo,0 days 00:00:00,3,3,749000,128.61731919521478
Richmond Hill,Rouge Woods,12 William Adams Lane,Townhouse,4 days 00:00:00,3,4,1388000,96.0
Toronto,Clanton Park,10 Almont Road,House,4 days 00:00:00,3,2,1399999,96.0
Toronto,Woodbine Corridor,10-1 Bastedo Avenue,Condo,4 days 00:00:00,2,2,1129000,96.0
Welland,N. Welland,40 Chapel Hill Crescent,House,4 days 00:00:00,5,1,698888,96.0
Toronto,Church-Yonge Corridor,2405-89 Mcgill Street E,Condo,4 days 00:00:00,2,2,989000,96.0
Toronto,Yonge-St. Clair,1502-609 Avenue Road,Condo,4 days 00:00:00,2,2,1328000,96.0
Richmond Hill,North Richvale,125 Castle Rock Drive,Townhouse,0 days 00:00:00,3,4,1098000,128.61731919521478
Toronto,Steeles,68 Glencoyne Crescent,Townhouse,4 days 00:00:00,4,3,899000,96.0
Toronto,L'Amoreaux,270 Sprucewood Court,Condo,4 days 00:00:00,3,3,799000,96.0
Toronto,Bay Street Corridor,3403-15 Grenville Street,Condo,4 days 00:00:00,2,2,988000,96.0
Vaughan,Patterson,174 Santa Amato Crescent,House,0 days 00:00:00,4,5,1899000,128.61731919521478
Vaughan,Beverley Glen,219-30 North Park Road,Condo,4 days 00:00:00,1,2,679800,96.0
Vaughan,Patterson,60 Starwood Road,House,4 days 00:00:00,4,5,2499000,96.0
Toronto,Mount Pleasant West,622-98 Lillian Street,Condo,4 days 00:00:00,1,2,699000,96.0
Richmond Hill,Doncrest,10 Trinity Crescent,House,4 days 00:00:00,4,4,1688000,96.0
Oshawa,McLaughlin,310 Admiral Road,House,0 days 00:00:00,3,2,897000,128.61731919521478
Toronto,Willowdale East,1809-5 Northtown Way,Condo,0 days 00:00:00,1,2,699000,128.61731919521478
Toronto,Willowdale East,1707-5 Northtown Way,Condo,4 days 00:00:00,1,1,549800,96.0
Toronto,Waterfront Communities C1,618-25 Lower Simcoe Street,Condo,4 days 00:00:00,2,2,959000,96.0
Toronto,Henry Farm,804-275 Yorkland Road,Condo,4 days 00:00:00,1,1,499000,96.0
Markham,Unionville,636 Carlton Road,House,4 days 00:00:00,4,5,1790000,96.0
Ajax,Northwest Ajax,87 Beverton Crescent,No data,4 days 00:00:00,3,3,988000,96.0
Clarington,Newcastle,7 Erskine Drive,House,4 days 00:00:00,4,3,1298999,96.0
Toronto,Greenwood-Coxwell,19 Connaught Avenue,Townhouse,4 days 00:00:00,4,2,1289000,96.0
Toronto,Rouge E11,61 Boulderbrook Drive,House,4 days 00:00:00,5,4,1880000,96.0
St. Catharines,W. Ern Hill,7 Glen Avenue,House,4 days 00:00:00,4,2,799000,96.0
Richmond Hill,Langstaff,301-51 Baffin Court,Condo,4 days 00:00:00,1,1,599000,96.0
Toronto,Bendale,2210-50 Brian Harrison Way,Condo,0 days 00:00:00,1,1,599000,128.61731919521478
Toronto,Church-Yonge Corridor,1011-60 Shuter Street,Condo,4 days 00:00:00,1,1,688888,96.0
Richmond Hill,Jefferson,8 Keble Court,House,5 days 00:00:00,4,4,1688000,120.0
Toronto,Runnymede-Bloor West Village,205-441 Jane Street,Condo,5 days 00:00:00,2,2,850000,120.0
Toronto,Church-Yonge Corridor,502-110 Charles Street E,Condo,5 days 00:00:00,2,2,969000,120.0
St. Catharines,No data,203 Rykert Street,House,0 days 00:00:00,4,2,679900,128.61731919521478
Niagara Falls,No data,7392 Heximer Avenue,House,5 days 00:00:00,3,2,729900,120.0
St. Catharines,No data,122 Lakeshore Road,No data,0 days 00:00:00,3,3,569900,128.61731919521478
Toronto,Birchcliffe-Cliffside,103 Kalmar Avenue,House,5 days 00:00:00,2,3,799900,120.0
Richmond Hill,Rouge Woods,99 Gemini Crescent,House,5 days 00:00:00,5,5,2290000,120.0
Oshawa,Centennial,83-53 Taunton Road,Condo,5 days 00:00:00,3,3,639900,120.0
Ajax,Central East,27 Hesketh Road,Townhouse,5 days 00:00:00,3,3,899000,120.0
Toronto,Newtonbrook West,1205-5740 Yonge Street,Condo,5 days 00:00:00,1,1,649900,120.0
Toronto,Willowdale East,305-28 Harrison Garden Boulevard,Condo,5 days 00:00:00,2,1,685000,120.0
Markham,Unionville,713-8 Rouge Valley Drive W,Condo,5 days 00:00:00,2,2,930000,120.0
Oshawa,Centennial,64-1133 Ritson Road N,Condo,5 days 00:00:00,3,2,649000,120.0
Niagara Falls,No data,8056 Kensington Court,House,5 days 00:00:00,3,2,899900,120.0
Toronto,Rouge E10,164 Island Road,House,5 days 00:00:00,3,4,1199000,120.0
Richmond Hill,Doncrest,TH7-380 Highway 7 E,Condo,5 days 00:00:00,3,4,998000,120.0
Markham,Bayview Fairway-Bayview Country Club Estates,36-1742 John Street,Condo,5 days 00:00:00,3,2,988888,120.0
Toronto,Church-Yonge Corridor,4615-251 Jarvis Street,Condo,5 days 00:00:00,1,1,699900,120.0
Toronto,Waterfront Communities C1,304-18 Harbour Street,Condo,5 days 00:00:00,2,2,969000,120.0
Toronto,Yonge-St. Clair,927-111 St Clair Avenue W,Condo,0 days 00:00:00,1,2,799900,128.61731919521478
Clarington,Courtice,158 Dewell Crescent,Townhouse,5 days 00:00:00,3,3,890000,120.0
Fort Erie,No data,314 Jarvis Street,House,5 days 00:00:00,3,2,549900,120.0
Toronto,Waterfront Communities C1,2901-10 York Street,Condo,5 days 00:00:00,1,1,799000,120.0
Pickering,Rosebank,459 Toynevale Road,House,5 days 00:00:00,2,2,1300000,120.0
Toronto,Bay Street Corridor,814-633 Bay Street,Condo,5 days 00:00:00,2,2,829000,120.0
Toronto,Malvern,807-430 Mclevin Avenue,Condo,5 days 00:00:00,1,1,529900,120.0
Toronto,Waterfront Communities C1,409-550 Front Street W,Condo,5 days 00:00:00,1,1,590000,120.0
Markham,Middlefield,24 Featherstone Avenue,House,5 days 00:00:00,4,4,1689000,120.0
Vaughan,Patterson,159 Ascalon Drive,Townhouse,5 days 00:00:00,3,4,1058000,120.0
Markham,Cornell,39 Cinemark Avenue,Townhouse,5 days 00:00:00,3,3,1395000,120.0
Whitby,Port Whitby,53 Anchorage Avenue,Townhouse,5 days 00:00:00,2,4,899000,120.0
Markham,Unionville,905W-268 Buchanan Drive,Condo,5 days 00:00:00,3,2,1190000,120.0
Niagara-on-the-lake,No data,538 Butler Street,House,0 days 00:00:00,5,5,2140000,128.61731919521478
Markham,Cornell,20 Albert Lewis Street,Townhouse,5 days 00:00:00,3,4,999000,120.0
Toronto,Bayview Village,37 Canary Crescent,House,5 days 00:00:00,3,3,2380000,120.0
Toronto,Morningside,2070-100 Mornelle Court,Condo,5 days 00:00:00,2,2,599999,120.0
Toronto,Hillcrest Village,2003-65 Skymark Drive,Condo,5 days 00:00:00,2,3,1525000,120.0
Niagara Falls,No data,4248 Morrison Street,No data,5 days 00:00:00,9,3,1400000,120.0
Markham,Cedarwood,417-7325 Markham Road,Condo,0 days 00:00:00,2,2,799888,128.61731919521478
Markham,Unionville,107E-278 Buchanan Drive,Condo,5 days 00:00:00,3,2,999000,120.0
Toronto,Dorset Park,1108-301 Prudential Drive,Condo,5 days 00:00:00,3,2,599000,120.0
Toronto,Regent Park,2612-225 Sumach Street,Condo,5 days 00:00:00,1,1,769900,120.0
Vaughan,Crestwood-Springfarm-Yorkhill,12 Joshua Court,House,5 days 00:00:00,4,4,1599000,120.0
Lincoln,No data,4567 Ontario Street,House,5 days 00:00:00,3,2,899900,120.0
Markham,Rouge Fairways,4 Ridley Crescent,House,5 days 00:00:00,5,4,1099000,120.0
Toronto,Highland Creek,203 Conlins Road,House,5 days 00:00:00,3,1,1099000,120.0
Markham,Cachet,119 Golden Tulip Crescent,House,5 days 00:00:00,4,5,2968000,120.0
Toronto,Don Valley Village,28 Kingslake Road,House,5 days 00:00:00,3,2,1399900,120.0
Niagara Falls,No data,7278 Lionshead Avenue,No data,0 days 00:00:00,4,3,999900,128.61731919521478
Pickering,Town Centre,615-1890 Valley Farm Road,Condo,5 days 00:00:00,2,2,799900,120.0
Toronto,Malvern,26 Carisbrooke Square,House,5 days 00:00:00,4,4,1198800,120.0
Richmond Hill,Rouge Woods,40 Catalina Crescent,Townhouse,5 days 00:00:00,3,4,1499000,120.0
Toronto,East York,2 Four Oaks Gate,House,5 days 00:00:00,2,2,1299900,120.0
Toronto,Eglinton East,10 Amarillo Drive,House,5 days 00:00:00,3,3,1090000,120.0
Beamsville,No data,2-4297 East Avenue,No data,0 days 00:00:00,3,3,949900,128.61731919521478
Toronto,West Hill,2-205-50 Old Kingston Road,Condo,5 days 00:00:00,2,1,369000,120.0
Toronto,Annex,806-151 Avenue Road,Condo,5 days 00:00:00,2,3,4998000,120.0
Markham,Cornell,AVE-1 Christian Reesor Park,Townhouse,5 days 00:00:00,3,4,988000,120.0
Richmond Hill,South Richvale,20 Garden Avenue,House,5 days 00:00:00,4,4,2880000,120.0
Toronto,Forest Hill South,37 Duncannon Drive,House,5 days 00:00:00,3,3,3695000,120.0
Niagara Falls,Marineland,607-7711 Green Vista Gate,Condo,5 days 00:00:00,1,1,499900,120.0
Jordan,No data,3897 Haynes Street Street,No data,5 days 00:00:00,4,2,2900000,120.0
Toronto,Birchcliffe-Cliffside,417-2201 Kingston Road,Condo,5 days 00:00:00,1,1,799900,120.0
Oshawa,O'Neill,521-50 Richmond Street E,Condo,5 days 00:00:00,2,2,589900,120.0
Toronto,Mount Pleasant West,1108-68 Merton Street,Condo,0 days 10:00:00,2,2,1389000,10.0
Markham,Village Green-South Unionville,106 Peshawar Avenue,House,5 days 00:00:00,3,4,1588000,120.0
Toronto,Yonge-St. Clair,64 Woodlawn Avenue W,House,5 days 00:00:00,6,6,5600000,120.0
Toronto,Kensington-Chinatown,8 D'arcy Street,Townhouse,5 days 00:00:00,4,3,1799999,120.0
Markham,Greensborough,21 Fanny Grove Way,Condo,5 days 00:00:00,2,3,899000,120.0
Toronto,Agincourt South-Malvern West,35-2800 Midland Avenue,Condo,0 days 00:00:00,3,4,798000,128.61731919521478
Toronto,Casa Loma,907-501 St Clair Avenue W,Condo,0 days 00:00:00,2,2,1179900,128.61731919521478
Welland,No data,72 Glen Park Drive,House,2 days 00:00:00,3,2,889000,48.0
Toronto,Corso Italia-Davenport,182 Nairn Avenue,House,5 days 00:00:00,2,2,799900,120.0
Oshawa,Pinecrest,1105 Ashgrove Crescent,House,5 days 00:00:00,3,4,849000,120.0
Whitby,Williamsburg,143 Baycliffe Drive,House,5 days 00:00:00,3,4,1458000,120.0
Toronto,No data,155 Yorkville Avenue,No data,0 days 00:00:00,2,2,1299000,128.61731919521478
Toronto,Eglinton East,1011-121 Trudelle Street,No data,2 days 00:00:00,2,2,630000,48.0
Toronto,Waterfront Communities C8,208-222 The Esplanade ,Condo,5 days 00:00:00,2,1,724900,120.0
Toronto,Mount Pleasant West,1811-2221 Yonge Street,Condo,5 days 00:00:00,1,1,599900,120.0
Toronto,Bayview Woods-Steeles,3-80 Castlebury Crescent,Condo,5 days 00:00:00,3,2,918000,120.0
Richmond Hill,Rouge Woods,247 Shirley Drive,Townhouse,5 days 00:00:00,3,4,1499000,120.0
Clarington,Courtice,34 Dewell Crescent,House,5 days 00:00:00,3,3,899900,120.0
Toronto,Downsview-Roding-CFB,1-185 William Duncan Road,Condo,5 days 00:00:00,1,1,625000,120.0
Port Colborne,No data,180 West Side Road,No data,0 days 00:00:00,4,2,799900,128.61731919521478
Niagara Falls,No data,7-7278 Lionshead Avenue,House,5 days 00:00:00,4,3,999900,120.0
Oshawa,O'Neill,113 Rossland Road E,Townhouse,5 days 00:00:00,9,6,1800000,120.0
Oshawa,O'Neill,119 Rossland Road E,Townhouse,5 days 00:00:00,9,10,1800000,120.0
Toronto,Tam O'Shanter-Sullivan,1810-3220 Sheppard Avenue E,Condo,5 days 00:00:00,2,4,780000,120.0
Toronto,Steeles,525-75 Bamburgh Circle,Condo,5 days 00:00:00,2,2,638000,120.0
Toronto,Waterfront Communities C1,707W-500 Queens Quay W,Condo,5 days 00:00:00,1,2,698000,120.0
Toronto,South Parkdale,58 Springhurst Avenue,Townhouse,5 days 00:00:00,5,2,999000,120.0
Toronto,Downsview-Roding-CFB,23 Wycombe Road,Townhouse,5 days 00:00:00,4,4,1199000,120.0
Oshawa,McLaughlin,126 Fernhill Boulevard,House,5 days 00:00:00,3,3,1049900,120.0
Toronto,Annex,3013-155 Yorkville Avenue,Condo,5 days 00:00:00,2,2,1299000,120.0
Toronto,Waterfront Communities C1,1806-100 Harbour Street,Condo,0 days 00:00:00,1,1,689900,128.61731919521478
Markham,Unionville,4126 Highway 7 E ,Townhouse,5 days 00:00:00,3,6,1280000,120.0
Toronto,Victoria Village,31 Tisdale Avenue,Townhouse,5 days 00:00:00,6,2,1251000,120.0
Toronto,Annex,31 Dupont Street,Townhouse,5 days 00:00:00,5,6,2799900,120.0
Fonthill,Pelham St N.,150 Port Robinson Road,Townhouse,0 days 00:00:00,2,2,775000,128.61731919521478
Fonthill,Pelham St N.,146 Port Robinson Road,Townhouse,5 days 00:00:00,2,2,775000,120.0
Fonthill,Pelham St N.,144 Port Robinson Road,Townhouse,5 days 00:00:00,2,2,775000,120.0
Toronto,Malvern,N-8 Rosebank Drive,Condo,5 days 00:00:00,1,1,599000,120.0
Toronto,L'Amoreaux,703-45 Huntingdale Boulevard,Condo,5 days 00:00:00,2,2,648000,120.0
Toronto,Church-Yonge Corridor,5201-1 Bloor Street E,Condo,5 days 00:00:00,2,3,1599000,120.0
Thorold,No data,9 White Ash Road,No data,5 days 00:00:00,3,4,799900,120.0
Markham,Buttonville,64 Morrison Crescent,House,5 days 00:00:00,4,3,2380000,120.0
Clarington,Courtice,130 Sleeman Square,House,5 days 00:00:00,3,4,1150000,120.0
St. Catharines,No data,503-300 Fourth Avenue,No data,0 days 00:00:00,2,2,699000,128.61731919521478
Toronto,Willowdale West,310-75 Canterbury Place,Condo,5 days 00:00:00,1,1,649000,120.0
Pelham,No data,135 Acacia Road,Townhouse,5 days 00:00:00,3,3,879000,120.0
St. Catharines,No data,5 Woodelm Drive,House,5 days 00:00:00,3,2,799900,120.0
Markham,Berczy,456 Bur Oak Avenue,Townhouse,0 days 00:00:00,3,4,1350000,128.61731919521478
Toronto,Rouge E11,10 Tallpines Court,House,0 days 00:00:00,2,3,1499800,128.61731919521478
Richmond Hill,Observatory,LPH8-9471 Yonge Street,Condo,5 days 00:00:00,1,1,698800,120.0
Toronto,Waterfront Communities C1,1401-438 Richmond Street W,Condo,5 days 00:00:00,2,2,1559000,120.0
Toronto,Waterfront Communities C1,604-300 Front Street W,Condo,5 days 00:00:00,3,2,990000,120.0
Niagara Falls,No data,4904 Amelia Crescent,House,5 days 00:00:00,3,2,599990,120.0
Vaughan,Patterson,14 Daphnia Drive,House,5 days 00:00:00,4,3,1688000,120.0
Whitby,Pringle Creek,25 Catherine Drive,House,5 days 00:00:00,4,4,1250000,120.0
Toronto,Newtonbrook West,354 Patricia Avenue,House,5 days 00:00:00,4,5,2500000,120.0
Toronto,Clanton Park,413-935 Sheppard Avenue W,Condo,5 days 00:00:00,2,2,799000,120.0
Toronto,Moss Park,1808-120 Parliament Street,Condo,5 days 00:00:00,3,2,899888,120.0
Port Colborne,No data,93 Catharine Street,House,5 days 00:00:00,3,2,539000,120.0
Richmond Hill,Jefferson,87 Stoyell Drive,Townhouse,5 days 00:00:00,4,3,1375000,120.0
Vaughan,Rural Vaughan,99 Hunterwood Chase,House,5 days 00:00:00,4,5,3988888,120.0
Clarington,Bowmanville,62 Roser Crescent,Townhouse,0 days 00:00:00,3,2,599000,128.61731919521478
Toronto,Greenwood-Coxwell,1-1331 Gerrard Street E,Condo,5 days 00:00:00,2,2,899900,120.0
Toronto,Trinity-Bellwoods,326-955 Queen Street W,Condo,5 days 00:00:00,1,1,849900,120.0
Toronto,Hillcrest Village,120-3740 Don Mills Road,Condo,0 days 00:00:00,4,2,888000,128.61731919521478
Welland,No data,226 Pearson Road,House,5 days 00:00:00,3,2,1425000,120.0
St. Catharines,No data,51 Tremont Drive,House,5 days 00:00:00,4,4,1849000,120.0
Markham,Bayview Glen,53 Poinsetta Drive,House,5 days 00:00:00,4,4,2650000,120.0
Markham,Unionville,65 Pomander Road,House,5 days 00:00:00,5,5,3788000,120.0
Markham,Wismer,42 Kentland Street,House,5 days 00:00:00,4,4,1889000,120.0
Richmond Hill,Doncrest,30 Mcgurran Lane,Townhouse,5 days 00:00:00,3,4,1599000,120.0
Whitby,Port Whitby,135 Point Hope Place,House,0 days 05:00:00,3,3,849900,5.0
Clarington,Courtice,196 Richfield Square,House,5 days 00:00:00,3,4,799900,120.0
Oshawa,Pinecrest,1217 Stire Street,House,0 days 00:00:00,4,4,999000,128.61731919521478
Toronto,Milliken,48 Green Spring Drive,No data,5 days 00:00:00,3,4,988000,120.0
Clarington,Bowmanville,23 Roser Crescent,House,5 days 00:00:00,4,3,599900,120.0
Toronto,Wychwood,430 Christie Street,Townhouse,5 days 00:00:00,3,2,1399999,120.0
Beamsville,No data,4567 Ontario Street,No data,0 days 00:00:00,3,2,899900,128.61731919521478
Clarington,Bowmanville,416-80 Aspen Springs Drive,Condo,5 days 00:00:00,1,2,500000,120.0
Toronto,Bendale,606-25 Town Centre Court,Condo,5 days 00:00:00,1,1,674900,120.0
Toronto,University,1701-426 University Avenue,Condo,5 days 00:00:00,1,1,724990,120.0
Toronto,Bay Street Corridor,5003-180 University Avenue,Condo,5 days 00:00:00,2,3,3088000,120.0
Toronto,East York,192 Woodville Avenue,House,0 days 00:00:00,4,4,2585000,128.61731919521478
Toronto,L'Amoreaux,81 Puma Drive,Townhouse,5 days 00:00:00,3,4,999000,120.0
Toronto,Kennedy Park,1691-1 Greystone Walk Drive,Condo,5 days 00:00:00,2,1,599000,120.0
Pickering,Amberlea,1509 Garland Crescent,House,5 days 00:00:00,3,3,1100000,120.0
Oshawa,Vanier,286 Elmgrove Avenue S,House,5 days 00:00:00,3,1,399900,120.0
Whitby,Pringle Creek,95 Kennett Drive,House,5 days 00:00:00,4,5,1249000,120.0
Toronto,Waterfront Communities C1,1802-19 Bathurst Street,Condo,5 days 00:00:00,1,1,699000,120.0
Toronto,Little Portugal,302-68 Abell Street,Condo,5 days 00:00:00,1,1,540000,120.0
Toronto,Flemingdon Park,1206-60 Pavane Linkway Way,Condo,5 days 00:00:00,3,2,699000,120.0
Toronto,Waterfront Communities C1,803-33 Bay Street,Condo,5 days 00:00:00,2,2,949000,120.0
Ajax,Northeast Ajax,42 Wilsongary Circle,House,5 days 00:00:00,4,3,1649800,120.0
Toronto,Westminster-Branson,235-15 Coneflower Crescent,Condo,5 days 00:00:00,2,2,815000,120.0
Toronto,Waterfront Communities C1,2603-170 Fort York Boulevard,Condo,4 days 00:00:00,1,1,639000,96.0
Beamsville,No data,5047 Serena Drive,No data,0 days 00:00:00,3,3,899000,128.61731919521478
Niagara Falls,No data,5701 Recine Court,No data,0 days 00:00:00,4,3,789900,128.61731919521478
Toronto,Tam O'Shanter-Sullivan,1015-185 Bonis Avenue,No data,5 days 00:00:00,1,1,499000,120.0
St. Catharines,No data,3 Lee Ann Place,House,5 days 00:00:00,5,4,989000,120.0
Markham,Milliken Mills East,22 Penfield Drive,House,5 days 00:00:00,4,5,1788000,120.0
Toronto,Guildwood,10 Pin Lane,Townhouse,5 days 00:00:00,4,4,999000,120.0
Ajax,South East,79 Handley Crescent,House,5 days 00:00:00,4,3,1299000,120.0
Clarington,Rural Clarington,2237 Maple Grove Road N,House,0 days 00:00:00,3,2,950000,128.61731919521478
Toronto,Woodbine Corridor,23 Aldridge Avenue,House,5 days 00:00:00,3,2,1149000,120.0
St. Catharines,Lakeport,38 Elma Street,No data,0 days 00:00:00,3,2,599900,128.61731919521478
Toronto,South Parkdale,1704-1900 Lake Shore Boulevard W,Condo,5 days 00:00:00,1,1,565000,120.0
Pickering,Woodlands,34-575 Steeple Hill,Condo,0 days 00:00:00,3,3,699000,128.61731919521478
Toronto,Waterfront Communities C1,511-352 Front Street W,Condo,5 days 00:00:00,1,1,629000,120.0
Markham,Berczy,80 Madison Heights Boulevard,House,5 days 00:00:00,3,3,1499000,120.0
Oshawa,Samac,1576 Sarasota Crescent,House,0 days 00:00:00,3,3,899000,128.61731919521478
Whitby,Taunton North,18 Samandria Avenue,House,5 days 00:00:00,3,3,899000,120.0
Ajax,South East,AJAX-4 Duckfield Crescent,House,5 days 00:00:00,4,5,1849999,120.0
Toronto,Parkwoods-Donalda,20 Fortrose Crescent,Townhouse,5 days 00:00:00,3,3,999900,120.0
